Datum;Anfang;Ende;Gesamt (Netzlast) [MWh] Originalauflösungen;Residuallast [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen
05.01.2020;21:30;21:45;13.127,5;8.560,5;119,5
05.01.2020;21:45;22:00;13.081;8.481,5;111
05.01.2020;22:00;22:15;13.221,25;8.673,75;109,75
05.01.2020;22:15;22:30;13.129,5;8.569,75;87
05.01.2020;22:30;22:45;12.923,75;8.361,5;63
05.01.2020;22:45;23:00;12.709;8.226;60,75
05.01.2020;23:00;23:15;12.481,25;7.992,5;46,25
05.01.2020;23:15;23:30;12.311,75;7.806,25;125,5
05.01.2020;23:30;23:45;12.161,5;7.623,75;119,25
05.01.2020;23:45;00:00;12.021,75;7.461,25;255,75
06.01.2020;00:00;00:15;11.807,25;7.220,75;150,5
06.01.2020;00:15;00:30;11.666,5;7.067,25;256,75
06.01.2020;00:30;00:45;11.664,75;7.051;513
06.01.2020;00:45;01:00;11.612,75;7.018;672
06.01.2020;01:00;01:15;11.459,5;6.947,5;743,75
06.01.2020;01:15;01:30;11.377,75;6.941,75;780,25
06.01.2020;01:30;01:45;11.274;6.871;780,25
06.01.2020;01:45;02:00;11.191,25;6.806,25;830,75
06.01.2020;02:00;02:15;11.141,5;6.772;736,75
06.01.2020;02:15;02:30;11.069,25;6.728,5;764,5
06.01.2020;02:30;02:45;11.061,75;6.765,75;786
06.01.2020;02:45;03:00;11.040,25;6.759,25;792
06.01.2020;03:00;03:15;11.132,5;6.910,75;888,25
06.01.2020;03:15;03:30;11.145,75;6.937,5;887
06.01.2020;03:30;03:45;11.179,75;6.941,75;911,25
06.01.2020;03:45;04:00;11.203,25;6.935,75;924,75
06.01.2020;04:00;04:15;11.340,25;7.050,75;906,75
06.01.2020;04:15;04:30;11.428,25;7.188,75;894,25
06.01.2020;04:30;04:45;11.524,5;7.308,75;904,75
06.01.2020;04:45;05:00;11.630,5;7.433,5;829
06.01.2020;05:00;05:15;11.969;7.809,25;805,75
06.01.2020;05:15;05:30;12.053,5;7.892,75;688,25
06.01.2020;05:30;05:45;12.156,5;8.050,75;713
06.01.2020;05:45;06:00;12.445,75;8.417,75;644,25
06.01.2020;06:00;06:15;12.951;8.984,75;560
06.01.2020;06:15;06:30;13.183,75;9.260,5;311
06.01.2020;06:30;06:45;13.486,25;9.575,5;184,75
06.01.2020;06:45;07:00;13.802,5;9.954,75;151,5
06.01.2020;07:00;07:15;14.199,5;10.424,75;130
06.01.2020;07:15;07:30;14.358,75;10.644,5;101,25
06.01.2020;07:30;07:45;14.580,25;10.915;101
06.01.2020;07:45;08:00;14.863,5;11.251,75;114,25
06.01.2020;08:00;08:15;15.110,75;11.585,75;613,75
06.01.2020;08:15;08:30;15.182,25;11.656,5;594,25
06.01.2020;08:30;08:45;15.291;11.704,25;630,5
06.01.2020;08:45;09:00;15.352;11.668,5;630,5
06.01.2020;09:00;09:15;15.431,5;11.613,75;539,25
06.01.2020;09:15;09:30;15.525,75;11.561,75;520,75
06.01.2020;09:30;09:45;15.599,25;11.431,5;518
06.01.2020;09:45;10:00;15.669;11.289,5;569
06.01.2020;10:00;10:15;15.716;11.141,25;454,75
06.01.2020;10:15;10:30;15.817,25;11.119,5;478,75
06.01.2020;10:30;10:45;15.892,75;11.130,25;499,25
06.01.2020;10:45;11:00;15.990,25;11.173,5;373,5
06.01.2020;11:00;11:15;16.020,25;11.120;52,5
06.01.2020;11:15;11:30;16.165;11.169,25;39
06.01.2020;11:30;11:45;16.207,25;11.100,75;82,75
06.01.2020;11:45;12:00;16.118,25;10.901,75;84
06.01.2020;12:00;12:15;16.119,25;10.836,25;36
06.01.2020;12:15;12:30;16.134,25;10.779,5;46,5
06.01.2020;12:30;12:45;16.151,25;10.842,25;80
06.01.2020;12:45;13:00;16.059,75;10.795,75;112
06.01.2020;13:00;13:15;16.055,5;10.818,5;99
06.01.2020;13:15;13:30;15.951;10.751,5;114
06.01.2020;13:30;13:45;15.774,25;10.665,5;141,25
06.01.2020;13:45;14:00;15.686,75;10.669,25;114
06.01.2020;14:00;14:15;15.658,75;10.794;42,5
06.01.2020;14:15;14:30;15.539;10.869,5;41,75
06.01.2020;14:30;14:45;15.520,25;11.031,5;47
06.01.2020;14:45;15:00;15.464,5;11.186,75;38,5
06.01.2020;15:00;15:15;15.538;11.473,5;25,5
06.01.2020;15:15;15:30;15.479;11.583,5;93,25
06.01.2020;15:30;15:45;15.486,5;11.760,25;107,25
06.01.2020;15:45;16:00;15.454,5;11.855;101
06.01.2020;16:00;16:15;15.651,75;12.095,75;153,5
06.01.2020;16:15;16:30;15.707,5;12.073,25;146
06.01.2020;16:30;16:45;15.897,75;12.134,5;154
06.01.2020;16:45;17:00;16.158,75;12.264,75;164,75
06.01.2020;17:00;17:15;16.479;12.452,75;625,25
06.01.2020;17:15;17:30;16.704,75;12.587;629,75
06.01.2020;17:30;17:45;16.788,5;12.562,75;610,75
06.01.2020;17:45;18:00;16.852;12.519,5;584,5
06.01.2020;18:00;18:15;16.857;12.462,5;632
06.01.2020;18:15;18:30;16.882,25;12.373,5;646,25
06.01.2020;18:30;18:45;16.835,5;12.217;606,5
06.01.2020;18:45;19:00;16.740,5;12.050,75;636,25
06.01.2020;19:00;19:15;16.598,75;11.883,5;630,5
06.01.2020;19:15;19:30;16.514,75;11.754,75;599,5
06.01.2020;19:30;19:45;16.426,5;11.599,5;557,75
06.01.2020;19:45;20:00;16.225,25;11.312,75;329,25
06.01.2020;20:00;20:15;15.919,5;10.916,5;63,25
06.01.2020;20:15;20:30;15.617,5;10.543;36,5
06.01.2020;20:30;20:45;15.402,75;10.310,5;51,5
06.01.2020;20:45;21:00;15.257,75;10.115,75;172
06.01.2020;21:00;21:15;15.136,5;9.942,25;104,75
06.01.2020;21:15;21:30;14.984,75;9.736,5;149,25
06.01.2020;21:30;21:45;14.895,75;9.603,25;155,5
06.01.2020;21:45;22:00;14.706,5;9.352,75;230
06.01.2020;22:00;22:15;14.607,75;9.327,75;65,75
06.01.2020;22:15;22:30;14.477,25;9.157;100,5
06.01.2020;22:30;22:45;14.213,25;8.844,5;54,25
06.01.2020;22:45;23:00;14.020;8.593;149
06.01.2020;23:00;23:15;13.696,5;8.249,75;237
06.01.2020;23:15;23:30;13.499;8.070,25;279,5
06.01.2020;23:30;23:45;13.325;7.894,75;300,75
06.01.2020;23:45;00:00;13.226;7.738,25;355,25
07.01.2020;00:00;00:15;12.971,75;7.436;337
07.01.2020;00:15;00:30;12.851,75;7.289,25;452,5
07.01.2020;00:30;00:45;12.817,75;7.186,75;647
07.01.2020;00:45;01:00;12.732,5;7.143;670,5
07.01.2020;01:00;01:15;12.663,5;7.152;579,25
07.01.2020;01:15;01:30;12.529;7.038;628,5
07.01.2020;01:30;01:45;12.515,25;7.065;643,5
07.01.2020;01:45;02:00;12.474;7.094,75;695,5
07.01.2020;02:00;02:15;12.387,25;7.015,25;836,25
07.01.2020;02:15;02:30;12.339,75;6.966;881,25
07.01.2020;02:30;02:45;12.337,5;7.005,25;893,25
07.01.2020;02:45;03:00;12.340,25;6.995,25;914
07.01.2020;03:00;03:15;12.390,5;7.069,75;871
07.01.2020;03:15;03:30;12.415;7.075,75;844,5
07.01.2020;03:30;03:45;12.414,75;6.984,5;876
07.01.2020;03:45;04:00;12.459;6.989;920,5
07.01.2020;04:00;04:15;12.633,75;7.181,75;959,75
07.01.2020;04:15;04:30;12.686,5;7.308,25;876,5
07.01.2020;04:30;04:45;12.791;7.437,75;868,25
07.01.2020;04:45;05:00;12.941,25;7.629,5;821,5
07.01.2020;05:00;05:15;13.252,5;7.950;772,5
07.01.2020;05:15;05:30;13.436,5;8.160,75;668
07.01.2020;05:30;05:45;13.654;8.371,25;513
07.01.2020;05:45;06:00;13.989,75;8.753,25;387,5
07.01.2020;06:00;06:15;14.702,5;9.461;491,25
07.01.2020;06:15;06:30;15.241,25;10.079,25;219,25
07.01.2020;06:30;06:45;15.656,75;10.593,75;23,25
07.01.2020;06:45;07:00;16.074;11.072,75;33,5
07.01.2020;07:00;07:15;16.624,75;11.687,25;444,75
07.01.2020;07:15;07:30;16.865,5;11.992,25;441,25
07.01.2020;07:30;07:45;17.124,75;12.335,25;442
07.01.2020;07:45;08:00;17.302;12.618,25;443,25
07.01.2020;08:00;08:15;17.522;12.919,25;615
07.01.2020;08:15;08:30;17.605,25;13.174,5;616
07.01.2020;08:30;08:45;17.604,25;13.358,75;654,5
07.01.2020;08:45;09:00;17.577;13.479,5;685,25
07.01.2020;09:00;09:15;17.532;13.561,75;669,75
07.01.2020;09:15;09:30;17.560,5;13.657,5;657
07.01.2020;09:30;09:45;17.614,25;13.831,5;758,75
07.01.2020;09:45;10:00;17.657,25;13.955,75;732,75
07.01.2020;10:00;10:15;17.539,75;13.844;565
07.01.2020;10:15;10:30;17.627,5;13.889,25;562
07.01.2020;10:30;10:45;17.679;13.964,5;566,25
07.01.2020;10:45;11:00;17.661;13.978,25;582,25
07.01.2020;11:00;11:15;17.704,5;14.049;628,75
07.01.2020;11:15;11:30;17.752;14.109,25;654,5
07.01.2020;11:30;11:45;17.817;14.086;639,25
07.01.2020;11:45;12:00;17.782,25;13.854;617
07.01.2020;12:00;12:15;17.700;13.578;534,25
07.01.2020;12:15;12:30;17.693,5;13.385,25;720,5
07.01.2020;12:30;12:45;17.716,75;13.223,5;716,5
07.01.2020;12:45;13:00;17.681;13.054;671,25
07.01.2020;13:00;13:15;17.761;13.053,25;340,5
07.01.2020;13:15;13:30;17.771,25;12.967,5;315,5
07.01.2020;13:30;13:45;17.720,5;12.847,75;289,75
07.01.2020;13:45;14:00;17.586,75;12.683,5;312,5
07.01.2020;14:00;14:15;17.536,5;12.666,25;52,5
07.01.2020;14:15;14:30;17.540,75;12.754,25;28,25
07.01.2020;14:30;14:45;17.602,75;12.875,5;36
07.01.2020;14:45;15:00;17.539;12.889,5;46,5
07.01.2020;15:00;15:15;17.436;12.864,25;47
07.01.2020;15:15;15:30;17.330,75;12.816,5;39,25
07.01.2020;15:30;15:45;17.327,5;12.798,5;29
07.01.2020;15:45;16:00;17.286,75;12.781,5;49,5
07.01.2020;16:00;16:15;17.332,75;12.830,5;50,75
07.01.2020;16:15;16:30;17.418;12.888,5;61,5
07.01.2020;16:30;16:45;17.507,25;12.890,5;63,5
07.01.2020;16:45;17:00;17.720,5;12.986,75;49,75
07.01.2020;17:00;17:15;17.939,25;13.038,5;213,5
07.01.2020;17:15;17:30;18.127;12.974;226
07.01.2020;17:30;17:45;18.157,75;12.770,5;226
07.01.2020;17:45;18:00;18.234;12.666,25;226
07.01.2020;18:00;18:15;18.139,75;12.403,75;237,5
07.01.2020;18:15;18:30;18.086,75;12.275;242,75
07.01.2020;18:30;18:45;18.024,75;12.220,25;242,75
07.01.2020;18:45;19:00;18.002,75;12.059,75;242,5
07.01.2020;19:00;19:15;17.884,25;11.790,5;27,5
07.01.2020;19:15;19:30;17.783;11.541,25;31,75
07.01.2020;19:30;19:45;17.686,75;11.317,75;33
07.01.2020;19:45;20:00;17.560;11.117,5;97
07.01.2020;20:00;20:15;17.158,5;10.603;33,75
07.01.2020;20:15;20:30;16.843,5;10.164,25;39,75
07.01.2020;20:30;20:45;16.653,25;9.889,25;83,75
07.01.2020;20:45;21:00;16.440,75;9.591,75;264,75
07.01.2020;21:00;21:15;16.234,5;9.300;198,75
07.01.2020;21:15;21:30;16.069;9.088,5;105,5
07.01.2020;21:30;21:45;15.843,75;8.896,5;105,25
07.01.2020;21:45;22:00;15.665,25;8.669,25;223,75
07.01.2020;22:00;22:15;15.486,25;8.591,75;92,5
07.01.2020;22:15;22:30;15.319;8.368,75;104
07.01.2020;22:30;22:45;15.111,25;8.092;123
07.01.2020;22:45;23:00;14.803,5;7.754,25;203,25
07.01.2020;23:00;23:15;14.512,75;7.404,75;314,5
07.01.2020;23:15;23:30;14.355,5;7.196,5;341,25
07.01.2020;23:30;23:45;14.122,5;6.848;261,75
07.01.2020;23:45;00:00;13.959,75;6.666,25;283
08.01.2020;00:00;00:15;13.807,5;6.453,5;564
08.01.2020;00:15;00:30;13.666;6.182,5;671
08.01.2020;00:30;00:45;13.549,5;5.978;771
08.01.2020;00:45;01:00;13.537,25;5.927,5;840,5
08.01.2020;01:00;01:15;13.449,5;5.825;743
08.01.2020;01:15;01:30;13.344,5;5.663,75;740
08.01.2020;01:30;01:45;13.263,25;5.475,75;775,75
08.01.2020;01:45;02:00;13.183,25;5.362,5;839,25
08.01.2020;02:00;02:15;13.095,5;5.239;876
08.01.2020;02:15;02:30;13.023;5.168,5;960,5
08.01.2020;02:30;02:45;13.001;5.118,25;995,5
08.01.2020;02:45;03:00;13.018;5.116,5;1.006,75
08.01.2020;03:00;03:15;12.978,5;5.061,25;962,25
08.01.2020;03:15;03:30;13.029,25;5.150,25;960
08.01.2020;03:30;03:45;13.082;5.243;921
08.01.2020;03:45;04:00;13.115,5;5.327;875
08.01.2020;04:00;04:15;13.211,75;5.473,75;733
08.01.2020;04:15;04:30;13.284,25;5.543,25;717,25
08.01.2020;04:30;04:45;13.394;5.646,5;726,25
08.01.2020;04:45;05:00;13.535,25;5.750,25;750
08.01.2020;05:00;05:15;13.816,75;6.020,5;953,25
08.01.2020;05:15;05:30;13.950;6.194,5;939,5
08.01.2020;05:30;05:45;14.195,25;6.462,75;867,25
08.01.2020;05:45;06:00;14.548,25;6.844;565,25
08.01.2020;06:00;06:15;15.236;7.465,5;404,75
08.01.2020;06:15;06:30;15.869;8.130;152
08.01.2020;06:30;06:45;16.301,75;8.574,5;81,5
08.01.2020;06:45;07:00;16.726,5;9.034,5;117,75
08.01.2020;07:00;07:15;17.186;9.477,75;21
08.01.2020;07:15;07:30;17.464,25;9.656,5;17,25
08.01.2020;07:30;07:45;17.708,75;9.824,75;3
08.01.2020;07:45;08:00;17.958,5;10.013,75;2,25
08.01.2020;08:00;08:15;18.266,75;10.357;28,25
08.01.2020;08:15;08:30;18.354,25;10.517;28,75
08.01.2020;08:30;08:45;18.347,75;10.532;28
08.01.2020;08:45;09:00;18.341,75;10.539;27,5
08.01.2020;09:00;09:15;18.195,25;10.335,75;14
08.01.2020;09:15;09:30;18.266,75;10.335,5;13,5
08.01.2020;09:30;09:45;18.326;10.318,25;13,5
08.01.2020;09:45;10:00;18.430,25;10.317;14
08.01.2020;10:00;10:15;18.497;10.390,25;14,5
08.01.2020;10:15;10:30;18.540,5;10.428,5;14,25
08.01.2020;10:30;10:45;18.575,5;10.485,5;14,5
08.01.2020;10:45;11:00;18.598,75;10.523,25;14,5
08.01.2020;11:00;11:15;18.604;10.538,25;14
08.01.2020;11:15;11:30;18.649,75;10.614,5;14
08.01.2020;11:30;11:45;18.667,75;10.700,25;13,75
08.01.2020;11:45;12:00;18.651;10.842,5;34,25
08.01.2020;12:00;12:15;18.567,75;10.847;22,75
08.01.2020;12:15;12:30;18.576,5;10.959,5;23,75
08.01.2020;12:30;12:45;18.564,25;11.060,25;23,75
08.01.2020;12:45;13:00;18.501,5;11.182,25;24
08.01.2020;13:00;13:15;18.531,25;11.371,5;42,5
08.01.2020;13:15;13:30;18.488,5;11.534,25;66,75
08.01.2020;13:30;13:45;18.330,5;11.431,75;63,75
08.01.2020;13:45;14:00;18.133,75;11.426,75;63,75
08.01.2020;14:00;14:15;18.171;11.680,25;91,75
08.01.2020;14:15;14:30;18.081,5;11.805,25;92,25
08.01.2020;14:30;14:45;18.023;11.923,25;80,25
08.01.2020;14:45;15:00;17.927,5;12.035,5;81,75
08.01.2020;15:00;15:15;17.933;12.271,75;580,25
08.01.2020;15:15;15:30;17.878,25;12.469,25;621,25
08.01.2020;15:30;15:45;17.761,75;12.595,25;643
08.01.2020;15:45;16:00;17.715,25;12.781;676,25
08.01.2020;16:00;16:15;17.749,5;13.023,75;402,75
08.01.2020;16:15;16:30;17.698;13.162,5;394,75
08.01.2020;16:30;16:45;17.811,25;13.421,75;477
08.01.2020;16:45;17:00;17.927,75;13.718,5;566,25
08.01.2020;17:00;17:15;18.128,25;14.032;628
08.01.2020;17:15;17:30;18.171,75;14.183;516,75
08.01.2020;17:30;17:45;18.156,5;14.253;524,75
08.01.2020;17:45;18:00;18.177,25;14.379,75;540,25
08.01.2020;18:00;18:15;18.093,75;14.375,5;544,5
08.01.2020;18:15;18:30;18.000,75;14.343,25;539,5
08.01.2020;18:30;18:45;17.912,5;14.272;534,75
08.01.2020;18:45;19:00;17.827,25;14.250,75;533
08.01.2020;19:00;19:15;17.725,75;14.228,5;545,25
08.01.2020;19:15;19:30;17.556;14.094,25;523
08.01.2020;19:30;19:45;17.384,75;13.963,75;525,25
08.01.2020;19:45;20:00;17.215,25;13.848;560,5
08.01.2020;20:00;20:15;16.883;13.572,75;639,75
08.01.2020;20:15;20:30;16.614,5;13.395,75;501,5
08.01.2020;20:30;20:45;16.319,75;13.173,5;495
08.01.2020;20:45;21:00;16.090,25;12.976,75;561,25
08.01.2020;21:00;21:15;15.880,5;12.833,25;55,5
08.01.2020;21:15;21:30;15.624,75;12.659,5;20,5
08.01.2020;21:30;21:45;15.380,75;12.536,5;56,75
08.01.2020;21:45;22:00;15.173,75;12.395,25;128,25
08.01.2020;22:00;22:15;15.110;12.437,75;131
08.01.2020;22:15;22:30;14.872;12.264,75;136,75
08.01.2020;22:30;22:45;14.500,75;11.981,5;137,5
08.01.2020;22:45;23:00;14.220,5;11.797,75;155
08.01.2020;23:00;23:15;13.910;11.589,25;235,5
08.01.2020;23:15;23:30;13.673,5;11.439,5;241
08.01.2020;23:30;23:45;13.443;11.283,25;269
08.01.2020;23:45;00:00;13.179,25;11.065;287,5
09.01.2020;00:00;00:15;12.837;10.808,5;232,75
09.01.2020;00:15;00:30;12.642,5;10.713,5;228
09.01.2020;00:30;00:45;12.416;10.595,5;222,5
09.01.2020;00:45;01:00;12.321;10.568,75;245
09.01.2020;01:00;01:15;12.185,75;10.477,25;363,75
09.01.2020;01:15;01:30;12.044;10.347,25;349,25
09.01.2020;01:30;01:45;12.056,75;10.360,25;452,5
09.01.2020;01:45;02:00;12.001;10.318,5;486
09.01.2020;02:00;02:15;11.962,75;10.283,25;674,25
09.01.2020;02:15;02:30;11.943;10.230;624,75
09.01.2020;02:30;02:45;11.977,75;10.242,25;551,5
09.01.2020;02:45;03:00;11.975,5;10.199,75;547,5
09.01.2020;03:00;03:15;11.965,75;10.119;711,75
09.01.2020;03:15;03:30;11.981,75;10.056,25;745,75
09.01.2020;03:30;03:45;12.021,5;10.028,5;692
09.01.2020;03:45;04:00;12.114,5;10.060,75;695
09.01.2020;04:00;04:15;12.301;10.145,5;933,25
09.01.2020;04:15;04:30;12.423;10.133,5;890,25
09.01.2020;04:30;04:45;12.450,25;10.055;760,75
09.01.2020;04:45;05:00;12.560,5;10.045;753
09.01.2020;05:00;05:15;12.967,5;10.372;465,5
09.01.2020;05:15;05:30;13.152,25;10.422;480,5
09.01.2020;05:30;05:45;13.413,75;10.557,5;414,25
09.01.2020;05:45;06:00;13.884,75;10.926,5;306,25
09.01.2020;06:00;06:15;14.717,5;11.511,5;192,5
09.01.2020;06:15;06:30;15.275;11.861,75;24,5
09.01.2020;06:30;06:45;15.686,75;12.153;12,25
09.01.2020;06:45;07:00;16.043,25;12.233,75;17,75
09.01.2020;07:00;07:15;16.557;12.499,25;687
09.01.2020;07:15;07:30;16.955;12.712;700,75
09.01.2020;07:30;07:45;17.180,5;12.679,5;700,5
09.01.2020;07:45;08:00;17.415,75;12.653,5;700,5
09.01.2020;08:00;08:15;17.528,75;12.496,75;608,75
09.01.2020;08:15;08:30;17.662;12.318,5;608,5
09.01.2020;08:30;08:45;17.749,25;12.142;616,5
09.01.2020;08:45;09:00;17.779,25;11.795,75;647
09.01.2020;09:00;09:15;17.726,25;11.347,5;701,25
09.01.2020;09:15;09:30;17.829;11.172;830,25
09.01.2020;09:30;09:45;17.937;10.997,75;695
09.01.2020;09:45;10:00;18.000,5;10.841;609,5
09.01.2020;10:00;10:15;18.015,75;10.590,5;188,25
09.01.2020;10:15;10:30;18.099,5;10.371;198,25
09.01.2020;10:30;10:45;18.200,25;10.190,5;251
09.01.2020;10:45;11:00;18.292,75;9.997;282,25
09.01.2020;11:00;11:15;18.402,25;9.962,25;58,75
09.01.2020;11:15;11:30;18.439,5;9.904,75;58
09.01.2020;11:30;11:45;18.463;9.783,25;136
09.01.2020;11:45;12:00;18.448,75;9.627,25;253,75
09.01.2020;12:00;12:15;18.340,75;9.275,25;155,25
09.01.2020;12:15;12:30;18.326,5;9.158,75;269,75
09.01.2020;12:30;12:45;18.328,25;9.045,75;257
09.01.2020;12:45;13:00;18.327,25;8.961,5;222,75
09.01.2020;13:00;13:15;18.363,75;8.971,25;174,25
09.01.2020;13:15;13:30;18.334,75;8.978,5;231,75
09.01.2020;13:30;13:45;18.226,25;8.899;220,5
09.01.2020;13:45;14:00;18.034,25;8.805,25;259,75
09.01.2020;14:00;14:15;17.936,75;8.847,25;184,5
09.01.2020;14:15;14:30;17.900,25;9.022;46,25
09.01.2020;14:30;14:45;17.893;9.183;19,5
09.01.2020;14:45;15:00;17.844,5;9.250,75;21
09.01.2020;15:00;15:15;17.806,5;9.317;25,75
09.01.2020;15:15;15:30;17.802,5;9.459,75;36
09.01.2020;15:30;15:45;17.813,5;9.660,75;25,75
09.01.2020;15:45;16:00;17.771,75;9.763;22
09.01.2020;16:00;16:15;17.823,5;9.948,5;45,25
09.01.2020;16:15;16:30;17.813,75;10.068,75;48,75
09.01.2020;16:30;16:45;17.869,75;10.218,25;46,75
09.01.2020;16:45;17:00;18.066,5;10.460,5;47,75
09.01.2020;17:00;17:15;18.361,25;10.811,5;195,75
09.01.2020;17:15;17:30;18.436;10.916,25;186
09.01.2020;17:30;17:45;18.497,5;10.979;182,5
09.01.2020;17:45;18:00;18.545;11.065,5;182,5
09.01.2020;18:00;18:15;18.444;11.006,75;456
09.01.2020;18:15;18:30;18.370,5;10.974,25;466,5
09.01.2020;18:30;18:45;18.304,75;10.931,75;464,75
09.01.2020;18:45;19:00;18.283;10.987,5;465,75
09.01.2020;19:00;19:15;18.160;10.931,25;84
09.01.2020;19:15;19:30;17.962;10.785,5;67,75
09.01.2020;19:30;19:45;17.748,5;10.657,25;70,75
09.01.2020;19:45;20:00;17.619;10.556,75;127,5
09.01.2020;20:00;20:15;17.272,25;10.284;107,75
09.01.2020;20:15;20:30;16.988,25;10.065,75;53
09.01.2020;20:30;20:45;16.820,75;9.981,25;68,75
09.01.2020;20:45;21:00;16.561,25;9.861,25;99,25
09.01.2020;21:00;21:15;16.342,75;9.787,25;124
09.01.2020;21:15;21:30;16.067,5;9.698,75;177
09.01.2020;21:30;21:45;15.721,25;9.573,25;192
09.01.2020;21:45;22:00;15.497,5;9.506;270,5
09.01.2020;22:00;22:15;15.382,75;9.630;28,25
09.01.2020;22:15;22:30;15.105,25;9.435,25;9,5
09.01.2020;22:30;22:45;14.811,5;9.200,25;30,75
09.01.2020;22:45;23:00;14.475;8.889,75;97,5
09.01.2020;23:00;23:15;14.182,75;8.668,5;26,5
09.01.2020;23:15;23:30;13.905;8.447,25;58,75
09.01.2020;23:30;23:45;13.701,75;8.261,5;237,25
09.01.2020;23:45;00:00;13.640;8.252,75;444
10.01.2020;00:00;00:15;13.275;7.946,5;439
10.01.2020;00:15;00:30;12.990,5;7.658,75;436
10.01.2020;00:30;00:45;12.919,5;7.582;501,25
10.01.2020;00:45;01:00;12.723,75;7.360,75;560
10.01.2020;01:00;01:15;12.636,75;7.215,25;563
10.01.2020;01:15;01:30;12.516;7.072,25;591,5
10.01.2020;01:30;01:45;12.494,25;6.947,25;639,25
10.01.2020;01:45;02:00;12.497,75;6.874,75;677,25
10.01.2020;02:00;02:15;12.441,25;6.753,75;640,25
10.01.2020;02:15;02:30;12.366;6.577,5;738,75
10.01.2020;02:30;02:45;12.393;6.558;738,5
10.01.2020;02:45;03:00;12.411,25;6.586,75;776,75
10.01.2020;03:00;03:15;12.473;6.615,5;858,75
10.01.2020;03:15;03:30;12.496;6.657,25;924,75
10.01.2020;03:30;03:45;12.577,75;6.673,75;992
10.01.2020;03:45;04:00;12.641,25;6.686,5;979,25
10.01.2020;04:00;04:15;12.729,25;6.803;893,5
10.01.2020;04:15;04:30;12.820,75;6.950,75;851,75
10.01.2020;04:30;04:45;12.968,25;7.097,25;781,25
10.01.2020;04:45;05:00;13.045;7.137,75;733,75
10.01.2020;05:00;05:15;13.361,25;7.408,25;508,5
10.01.2020;05:15;05:30;13.611,5;7.600,75;503,75
10.01.2020;05:30;05:45;13.766,5;7.587,5;291,75
10.01.2020;05:45;06:00;14.209,5;7.842,75;245,5
10.01.2020;06:00;06:15;14.824,25;8.243;323,75
10.01.2020;06:15;06:30;15.385;8.754;225,25
10.01.2020;06:30;06:45;15.829,5;9.149,5;126,25
10.01.2020;06:45;07:00;16.220,5;9.535,75;76,5
10.01.2020;07:00;07:15;16.685;10.023,5;205,25
10.01.2020;07:15;07:30;16.975,5;10.290,5;172
10.01.2020;07:30;07:45;17.255;10.503;160,5
10.01.2020;07:45;08:00;17.481,75;10.710,5;226,75
10.01.2020;08:00;08:15;17.722,25;10.938,25;292,5
10.01.2020;08:15;08:30;17.808;11.018,25;241,5
10.01.2020;08:30;08:45;17.796,5;10.925,5;242,25
10.01.2020;08:45;09:00;17.793,5;10.795;244,25
10.01.2020;09:00;09:15;17.745,5;10.644,5;444
10.01.2020;09:15;09:30;17.772,25;10.451;502,5
10.01.2020;09:30;09:45;17.826,5;10.326,75;584,75
10.01.2020;09:45;10:00;17.878,25;10.288,5;499
10.01.2020;10:00;10:15;17.900,75;10.182,75;69
10.01.2020;10:15;10:30;17.949,25;10.138,5;59,5
10.01.2020;10:30;10:45;17.944,75;9.990;56,5
10.01.2020;10:45;11:00;17.871,5;9.755;48,25
10.01.2020;11:00;11:15;17.930;9.650,5;43
10.01.2020;11:15;11:30;18.003,75;9.578,75;38
10.01.2020;11:30;11:45;18.071,25;9.578;65,5
10.01.2020;11:45;12:00;18.144,25;9.562;46
10.01.2020;12:00;12:15;18.042;9.336,75;54,75
10.01.2020;12:15;12:30;17.959;9.067;57,25
10.01.2020;12:30;12:45;17.930,75;8.962,75;153
10.01.2020;12:45;13:00;17.946,5;9.032,5;117
10.01.2020;13:00;13:15;17.759,25;8.893,75;217,25
10.01.2020;13:15;13:30;17.674,5;9.070,75;269
10.01.2020;13:30;13:45;17.574,5;9.132,25;266
10.01.2020;13:45;14:00;17.423;9.204,25;225
10.01.2020;14:00;14:15;17.314,25;9.201,25;203
10.01.2020;14:15;14:30;17.254,5;9.263,5;188,5
10.01.2020;14:30;14:45;17.229,5;9.309;180
10.01.2020;14:45;15:00;17.160,5;9.356,75;179
10.01.2020;15:00;15:15;17.137,75;9.387,75;191,5
10.01.2020;15:15;15:30;17.070,5;9.429,25;232,5
10.01.2020;15:30;15:45;17.085,75;9.578,25;141,75
10.01.2020;15:45;16:00;17.174,75;9.654,75;113
10.01.2020;16:00;16:15;17.251,5;9.670,5;238,75
10.01.2020;16:15;16:30;17.251,75;9.601,25;209,25
10.01.2020;16:30;16:45;17.426,25;9.688,5;202,75
10.01.2020;16:45;17:00;17.608,75;9.924,75;169,75
10.01.2020;17:00;17:15;17.878,25;10.212,5;1.045,75
10.01.2020;17:15;17:30;18.002;10.424,75;970
10.01.2020;17:30;17:45;18.021,25;10.604,75;876,75
10.01.2020;17:45;18:00;18.040,25;10.811;799,5
10.01.2020;18:00;18:15;17.910;10.833,75;829
10.01.2020;18:15;18:30;17.756,75;10.818,5;802,75
10.01.2020;18:30;18:45;17.650,75;10.875,75;809
10.01.2020;18:45;19:00;17.596,5;10.980;798
10.01.2020;19:00;19:15;17.426,5;11.086;680,75
